TYPE DE DOCUMENT;Categ_Docs;desc_lot;Libellé du document;min;max;Différence en jours;Nombre d'indices;Indices utilisés
DAF;docs écris;Faux-plafonds;FAUX PLAFOND EN LAINE DE BOIS ORGANIC.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;FAUX PLAFOND EN PLAQUE DE PLATRE RIGITONE.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS EN BACS METALLIQUES AUTOPORTANTS DES CIRCULATIONS DES COMPARTIMENTS PLATEAUX BUREAUX.pdf;08/03/2023;23/05/2023;76;2.0;A, B
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS EN FIBRES MINERALES DES ESPACES BUREAUX DES PLATEAUX BUREAUX ET ASSIMILES ET VERRIERES.pdf;07/03/2023;06/10/2023;213;4.0;A, B, C, D
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS EN PLAQUE DE CIMENT.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS EN PLAQUE DE PLATRE DE HAUTE RESISTANCE AU FEU.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS EN PLAQUES DE PLATRE HYDROFUGE DES ACCES SANITAIRES.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;FAUX PLAFONDS ETANCHES ACOUSTIQUES EN PLAQUE DE PLATRE.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;ISOLANT ISOVERT 80 mm FAUX-PLAFONDS ETANCHES LT SS1.pdf;01/03/2024;01/03/2024;0;1.0;A
DAF;docs écris;Faux-plafonds;PROFIL OMEGA JOINT CREU 50 mm.pdf;25/05/2023;25/05/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;PROFIL OMEGA JOINT CREU 80 mm.pdf;24/03/2023;24/03/2023;0;1.0;A
DAF;docs écris;Faux-plafonds;RECOUPEMENTS COUPE-FEU DES PLENUMS DES PLAFONDS SUSPENDUS.pdf;07/03/2023;23/05/2023;77;2.0;A, B
DAF;docs écris;Faux-planchers;BARRIERE DE RECOUPEMENT EN PLANCHER TECHNIQUE.pdf;02/03/2023;06/09/2023;188;2.0;A, B
DAF;docs écris;Faux-planchers;CARREAUX DE PLATRE POUR BARRIERE COUPE-FEU EN SEUILS DE PORTES ET COMPARTIMENTAGE.pdf;02/03/2023;30/03/2024;394;3.0;A, B, C
DAF;docs écris;Faux-planchers;JOINT LITAFEU POUR BARRIERE COUPE-FEU EN SEUILS DE PORTES.pdf;02/03/2023;05/04/2024;400;3.0;A, B, C
DAF;docs écris;Faux-planchers;JOINT MOUSSE EN PERIPHERIE DES PLANCHERS.pdf;02/03/2023;05/04/2024;400;3.0;A, B, C
DAF;docs écris;Faux-planchers;PEINTURE ANTIPOUSSIERE.pdf;02/03/2023;18/09/2023;200;3.0;A, B, C
DAF;docs écris;Faux-planchers;PLANCHER TECHNIQUE 600*600 AVEC REVETEMENT STRATIFIE INTEGRE 30 MM.pdf;11/04/2023;15/12/2023;248;4.0;A, B, C, D
DAF;docs écris;Faux-planchers;PLANCHER TECHNIQUE BUROMECA 30 600*600 SANS REVETEMENT DE FINITION (5 FACES TOLEES 30 MM).pdf;11/04/2023;02/02/2024;297;4.0;A, B, C, D
DAF;docs écris;Faux-planchers;PLANCHER TECHNIQUE PERFORÉ GIM-PF.pdf;08/09/2023;08/09/2023;0;1.0;A
DAF;docs écris;Faux-planchers;TRESSE CUIVRE.pdf;02/03/2023;06/09/2023;188;2.0;A, B
DAF;docs écris;Faux-planchers;VERINS.pdf;11/04/2023;11/04/2023;0;1.0;A
DAF;docs écris;Façades;"""Profile terre-cuite geometrie """"M"""".pdf""";17/04/2023;17/04/2023;0;1.0;A
DAF;docs écris;Façades;Contact de feuillure.pdf;07/08/2023;11/12/2023;126;2.0;A, B
DAF;docs écris;Façades;DENFC.pdf;29/08/2023;03/11/2023;66;3.0;A, B, C
DAF;docs écris;Façades;Fiche techinique grilles d’aération T10.pdf;25/03/2024;25/03/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique Bardage en clins.pdf;07/09/2023;29/02/2024;175;2.0;A, B
DAF;docs écris;Façades;Fiche technique Baton Marechal.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique Bequille et cremone.pdf;28/11/2023;19/12/2023;21;2.0;A, B
DAF;docs écris;Façades;Fiche technique Ferme-porte GEZE 1 vantail.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique Ferme-porte GEZE 2 vantaux.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique KALZIP.pdf;11/12/2023;05/02/2024;56;2.0;A, B
DAF;docs écris;Façades;Fiche technique Laine de roche.pdf;19/04/2024;19/04/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique Membrane  bitumineuse T6.pdf;11/04/2024;11/04/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique Membrane paravapeur T6.pdf;11/04/2024;11/04/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique Panneau Sandwich T6.pdf;21/02/2024;21/02/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique Porte VEC.pdf;11/12/2023;11/12/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique contact de feuillure.pdf;28/11/2023;29/02/2024;93;2.0;A, B
DAF;docs écris;Façades;Fiche technique contact piézoélectrique rupture de vitrage.pdf;04/01/2024;04/01/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique detecteur de vibrations.pdf;04/01/2024;04/01/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique paumelle.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique poignée de tirage.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique serrure DAS.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique serrure anti-panique.pdf;11/12/2023;11/12/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique serrure mechanique 3 points.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique serrure motorisé 3 points.pdf;11/12/2023;11/12/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-01.pdf;21/03/2023;09/08/2023;141;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-02 - variante Premium2.pdf;14/04/2023;14/04/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-02 - variante iPlus 1.1.pdf;13/04/2023;13/04/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-03.pdf;06/07/2023;28/11/2023;145;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-04.pdf;28/11/2023;28/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-05.pdf;25/08/2023;28/11/2023;95;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-06.pdf;25/08/2023;28/11/2023;95;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-07.pdf;26/06/2023;29/01/2024;217;3.0;A, B, C
DAF;docs écris;Façades;Fiche technique vitrage GL-08.pdf;26/09/2023;28/11/2023;63;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-09.pdf;25/08/2023;27/12/2023;124;3.0;A, B, C
DAF;docs écris;Façades;Fiche technique vitrage GL-10.pdf;26/09/2023;28/11/2023;63;2.0;A, B
DAF;docs écris;Façades;Fiche technique vitrage GL-11.pdf;29/11/2023;29/11/2023;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-15.pdf;04/01/2024;04/01/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-17.pdf;26/09/2023;29/01/2024;125;3.0;A, B, C
DAF;docs écris;Façades;Fiche technique vitrage GL-20.pdf;14/02/2024;14/02/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-21.pdf;14/02/2024;14/02/2024;0;1.0;A
DAF;docs écris;Façades;Fiche technique vitrage GL-25.pdf;14/02/2024;14/02/2024;0;1.0;A
DAF;docs écris;Façades;Laine minerale.pdf;25/05/2023;19/03/2024;299;3.0;A, B, C
DAF;docs écris;Façades;Laquage Bronze 1.pdf;07/07/2023;19/01/2024;196;2.0;A, B
DAF;docs écris;Façades;Laquage RAL.pdf;29/06/2023;29/06/2023;0;1.0;A
DAF;docs écris;Façades;Laquage RAL9016.pdf;07/07/2023;07/07/2023;0;1.0;A
DAF;docs écris;Façades;Membrane EPDM.pdf;14/04/2023;14/04/2023;0;1.0;A
DAF;docs écris;Façades;Poignée ouvrant.pdf;14/04/2023;24/08/2023;132;2.0;A, B
DAF;docs écris;Façades;Porte tambour.pdf;06/07/2023;02/02/2024;211;2.0;A, B
DAF;docs écris;Façades;SYSTEME STOVENTEC.pdf;07/09/2023;07/09/2023;0;1.0;A
DAF;docs écris;Façades;SYSTEME T6 RAICO.pdf;07/09/2023;02/02/2024;148;3.0;A, B, C
DAF;docs écris;Façades;SYSTEME VCLIP.pdf;07/09/2023;07/09/2023;0;1.0;A
DAF;docs écris;Façades;Silicone SIKASIL SG 500.pdf;14/04/2023;24/08/2023;132;2.0;A, B
DAF;docs écris;Façades;Silicone WS 605 S.pdf;14/04/2023;14/04/2023;0;1.0;A
DAF;docs écris;Façades;Stores BSO.pdf;27/04/2023;08/08/2023;103;2.0;A, B
DAF;docs écris;Façades;Stores rouleau.pdf;25/05/2023;25/05/2023;0;1.0;A
DAF;docs écris;Façades;Systeme porte Aluminium.pdf;06/07/2023;29/02/2024;238;2.0;A, B
DAF;docs écris;Façades;Systeme type 2.pdf;06/07/2023;29/02/2024;238;2.0;A, B
DAF;docs écris;Façades;Systeme type 3.pdf;06/07/2023;29/02/2024;238;2.0;A, B
DAF;docs écris;Façades;Toile store rouleau.pdf;13/04/2023;12/05/2023;29;2.0;A, B
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE AS-P AUTOMATION SERVER - PREMIUM.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE CONTROLEUR RP-C - CONFORT CVC.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE DIVERS MODULE EXTENSION.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE MODULE RP-C - CONFORT ECL.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE MODULE RP-C - CONFORT STORE.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE MULTICAPTEUR RP-C - CONFORT ECL.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE SONDE D'ENSOLEILLEMENT.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE STATION METEO.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE SUPERVISION.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;FICHE TECHNIQUE TELECOMMANDE RP-C - CONFORT.pdf;22/05/2023;22/05/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;Fiche technique - Equipements centraux.pdf;18/04/2023;18/04/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;Fiche technique - Gestion confort.pdf;18/04/2023;18/04/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;Fiche technique - Gestion technique.pdf;18/04/2023;18/04/2023;0;1.0;A
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0303-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0304-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0305-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0306-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0307-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0308-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0309-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0310-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0311-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gestion Technique du Bâtiment;GLF-EXE-CEG-20-TNX-TZN-DAF-0312-B.pdf;07/09/2023;07/09/2023;0;1.0;B
DAF;docs écris;Gros-œuvre;COFRAPLUS 60.pdf;05/05/2023;05/05/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF ENDUIT SUR ITE DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF FT CHEVILLE H3 DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF ISOLANT DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF LEVELL UNI DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF PEINTURE BETON.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF PRAL F DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;DAF TRAME DE VERRE DE RAVALEMENT.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;FTP FLOCAGE.pdf;31/07/2023;09/02/2024;193;3.0;A, B, C
DAF;docs écris;Gros-œuvre;FTP ISOLANT ROCKFEU WOOD.pdf;31/07/2023;27/02/2024;211;2.0;A, B
DAF;docs écris;Gros-œuvre;FTP ISOTHERM.pdf;31/07/2023;31/07/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;FTP JOINT CF.pdf;31/07/2023;16/02/2024;200;2.0;A, B
DAF;docs écris;Gros-œuvre;FTP PEINTURE INTUMESCENTE.pdf;31/07/2023;20/12/2023;142;3.0;A, B, C
DAF;docs écris;Gros-œuvre;Fiche technique SIPOREX.pdf;09/01/2024;09/03/2024;60;2.0;A, B
DAF;docs écris;Gros-œuvre;Fiche technique mortier colle PREOCOL.pdf;09/01/2024;09/01/2024;0;1.0;A
DAF;docs écris;Gros-œuvre;Joint hydo gonflant.pdf;26/12/2023;26/12/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;Peinture intumescente extérieure.pdf;15/04/2024;15/04/2024;0;1.0;A
DAF;docs écris;Gros-œuvre;Peinture primaire anti-rouille.pdf;25/05/2023;25/05/2023;0;1.0;A
DAF;docs écris;Gros-œuvre;Plat carbone.pdf;15/04/2024;15/04/2024;0;1.0;A
DAF;docs écris;Gros-œuvre;Système OSTRAL cuvelage bâche à eau.pdf;25/10/2023;15/01/2024;82;2.0;A, B
DAF;docs écris;Nacelle de nettoyage;Fiche technique Detecteur de choc BECUWE.pdf;02/02/2024;02/02/2024;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique Panneau EDR.pdf;11/12/2023;29/02/2024;80;2.0;A, B
DAF;docs écris;Nacelle de nettoyage;Fiche technique cheville mechanique nacelle.pdf;29/06/2023;29/06/2023;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique contact d''alarme.pdf;11/12/2023;11/12/2023;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique limiteteur d'ouverture ouvrants.pdf;21/02/2024;21/02/2024;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique nacelle biplace.pdf;29/06/2023;29/06/2023;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique poignée portes standard.pdf;02/02/2024;02/02/2024;0;1.0;A
DAF;docs écris;Nacelle de nettoyage;Fiche technique prise electrique nacelle.pdf;29/06/2023;29/06/2023;0;1.0;A
DAF;docs écris;Peinture;"""PEINTURE UNIKALO AQUAVEA VELOURS finition (murs)";03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;BANDES PODOTACTILES TACTI France TACTIADHESIVE.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Peinture;ENDUIT DE PAREMENT SUR ITE STO-LIT.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Peinture;Fiche technique DX ELECTRO HF BF.pdf;18/07/2023;18/07/2023;0;1.0;A
DAF;docs écris;Peinture;Fiche technique IDROTOP SATIN.pdf;18/07/2023;18/07/2023;0;1.0;A
DAF;docs écris;Peinture;Fiche technique R POX O.pdf;18/07/2023;18/07/2023;0;1.0;A
DAF;docs écris;Peinture;Fiche technique R THANE MARQUAGE.pdf;18/07/2023;18/07/2023;0;1.0;A
DAF;docs écris;Peinture;Fiche technique STIC ACRYL SATIN.pdf;18/07/2023;18/07/2023;0;1.0;A
DAF;docs écris;Peinture;ITE ROCKWOOL ECOROCK MONO.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Peinture;PANNEAUX DE SIGNALISATION REGLEMENTAIRE de chez SETON, VIRAGES, SEPIA SIGNALETIQUE.pdf;03/04/2023;03/04/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE A LA CHAUX RESSOURCE.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE COUCHE DE FINITION EPOXY DURALEX PEINTURES BI.O.SOL (sols).pdf;10/03/2023;27/07/2023;139;2.0;A, B
DAF;docs écris;Peinture;PEINTURE ENDUIT DE FINITION ARGILUS DESIGN.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE FINITION FREITAG FREITALAQUE COLOR.pdf;03/04/2023;03/04/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE IMPRESSION LA SEIGNEURIE ELYOPUR IMPRESSION.pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE LA SEIGNEURIE ELYOPUR MAT (plafonds).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE LA SEIGNEURIE ELYOPUR SATIN (murs).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE LA SEIGNEURIE PANCRYTEX.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE PRIMAIRE FREITAG FREITAMETAL EXPERT.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE PROTECTIONS ONDES DURALUX DXELECTRO SATIN.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE UNIKALO AQUAVEA IMPRESS impression (murs).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE UNIKALO AQUAVEA MAT finition (plafonds plâtre).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Peinture;PEINTURE ZOPLAN ONDILAK PREMIUM.pdf;10/03/2023;30/08/2023;173;2.0;A, B
DAF;docs écris;Plomberie;Adoucisseur.pdf;27/11/2023;27/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Bague étanche.pdf;14/11/2023;14/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Ballon ECS sanitaires et vestiaires.pdf;17/07/2023;18/12/2023;154;2.0;A, B
DAF;docs écris;Plomberie;Bâti-support et plaque de commande - BS.pdf;20/03/2023;12/09/2023;176;2.0;A, B
DAF;docs écris;Plomberie;Calorifuge réseaux.pdf;18/01/2024;18/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Compteur d'eau.pdf;13/11/2023;13/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Coupe-feu tuyauterie fonte.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Coupe-feu tuyauterie plastique.pdf;17/07/2023;17/07/2023;0;1.0;A
DAF;docs écris;Plomberie;Détecteur de fuite.pdf;09/11/2023;09/11/2023;0;1.0;A
DAF;docs écris;Plomberie;EV.pdf;01/02/2024;01/02/2024;0;1.0;A
DAF;docs écris;Plomberie;Echangeur récupération de chaleur GF CVC & Cuisine.pdf;11/12/2023;11/12/2023;0;1.0;A
DAF;docs écris;Plomberie;Ensemble de douche PMR DO-PMR.pdf;08/02/2024;08/02/2024;0;1.0;A
DAF;docs écris;Plomberie;Ensemble de douche standard DO.pdf;30/03/2023;30/03/2023;0;1.0;A
DAF;docs écris;Plomberie;Ensemble de relevage EP.pdf;01/02/2024;01/02/2024;0;1.0;A
DAF;docs écris;Plomberie;Ensemble de relevage EUH.pdf;05/04/2024;05/04/2024;0;1.0;A
DAF;docs écris;Plomberie;Equipements de récupération EP.pdf;01/02/2024;01/02/2024;0;1.0;A
DAF;docs écris;Plomberie;Evier et mitigeur tisanerie zone SAGUEZ.pdf;28/03/2024;28/03/2024;0;1.0;A
DAF;docs écris;Plomberie;Extincteurs et bac à sable.pdf;23/01/2024;18/04/2024;86;2.0;A, B
DAF;docs écris;Plomberie;Filtre autonettoyant.pdf;24/11/2023;24/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Lave-mains PMR, mitigeur et vidange LM.pdf;30/03/2023;30/03/2023;0;1.0;A
DAF;docs écris;Plomberie;Mitigeur et vidange plan vasque VA.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Plomberie;Pompes de bouclage ECS.pdf;29/03/2024;29/03/2024;0;1.0;A
DAF;docs écris;Plomberie;Production ECS Fitness.pdf;07/12/2023;07/12/2023;0;1.0;A
DAF;docs écris;Plomberie;Productions ECS.pdf;22/11/2023;22/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Robinet de puisage.pdf;17/07/2023;11/01/2024;178;2.0;A, B
DAF;docs écris;Plomberie;Robinetterie cellules sanitaires.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Robinetterie locaux techniques et distribution.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Réseaux et prises colonnes sèches.pdf;28/07/2023;09/04/2024;256;2.0;A, B
DAF;docs écris;Plomberie;Scellement chimique.pdf;29/11/2023;29/11/2023;0;1.0;A
DAF;docs écris;Plomberie;Signalétique et étiquetage.pdf;01/02/2024;01/02/2024;0;1.0;A
DAF;docs écris;Plomberie;Siphon de sol - Fonte et inox.pdf;28/03/2024;28/03/2024;0;1.0;A
DAF;docs écris;Plomberie;Sonde de température ECS.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Supportage et fixations.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Surpresseur EF.pdf;01/12/2023;29/03/2024;119;2.0;A, B
DAF;docs écris;Plomberie;Séparateur à graisses.pdf;05/01/2024;05/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Séparateur à hydrocarbures.pdf;01/02/2024;01/02/2024;0;1.0;A
DAF;docs écris;Plomberie;TRAÇAGE ÉLECTRIQUE.pdf;17/07/2023;17/07/2023;0;1.0;A
DAF;docs écris;Plomberie;Tubes et raccords Fonte SMU Plus.pdf;28/07/2023;28/07/2023;0;1.0;A
DAF;docs écris;Plomberie;Tubes et raccords Multicouche.pdf;20/04/2023;20/04/2023;0;1.0;A
DAF;docs écris;Plomberie;Tubes et raccords PVC Evacuation.pdf;26/04/2023;26/04/2023;0;1.0;A
DAF;docs écris;Plomberie;Tubes et raccords PVC Pression.pdf;20/04/2023;20/04/2023;0;1.0;A
DAF;docs écris;Plomberie;Tubes et raccords SuperTube.pdf;26/04/2023;26/04/2023;0;1.0;A
DAF;docs écris;Plomberie;Vanne de réglage ECS.pdf;11/01/2024;11/01/2024;0;1.0;A
DAF;docs écris;Plomberie;Vidoir ménage et robinetterie VI.pdf;20/03/2023;30/03/2023;10;2.0;A, B
DAF;docs écris;Plomberie;WC PMR et barre de relevage WC-PMR.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Plomberie;WC Standard - WC.pdf;20/03/2023;20/03/2023;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;CCT.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;Dossier des fiches de données de sécurité.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;Dossier fiches techniques.pdf;10/03/2023;10/03/2023;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;FT BLUELIGHT PAA-F 3-D.pdf;15/02/2024;15/02/2024;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;FT BROWOLINER.HT.pdf;15/02/2024;15/02/2024;0;1.0;A
DAF;docs écris;Reprise du radier et cuvelage;Fiche techinique grilles ETAMTOP.pdf;25/03/2024;25/03/2024;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;3 (murs) - RM15.pdf;07/03/2023;31/08/2023;177;2.0;A, B
DAF;docs écris;Revêtements de sols et murs durs;3 (sols BS) (système acoustique, chape) - RS14 et RS18.pdf;03/03/2023;31/08/2023;181;2.0;A, B
DAF;docs écris;Revêtements de sols et murs durs;BRIQUES RAIRIES MONTRIEUX (ZONE B RDC).pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;CHAPE DE PROTECTION POUR REVERSIBLE LAFARGE AGILIA CHAPE THERMIC.pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;GRES CEVICA ALASKA (murs BS) - RM16.pdf;03/03/2023;31/08/2023;181;3.0;A, B, C
DAF;docs écris;Revêtements de sols et murs durs;GRES GRANITIFIANDRE ANTIDERAPANT INDUSTRIE (ETA, chape).pdf;22/03/2023;22/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;GRES MARAZZI SISTEM C CITTA (murs).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;GRES NOVOCERAM OTTO (RDC ZONE B, option : sol coulé) (chape réversible).pdf;07/03/2023;07/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;PROFILES D'ARRET (murs vélos, cuisine, déchets, laverie, entretien).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;PROFILES D'ARRET (sols soulé, RS14).pdf;03/03/2023;03/03/2023;0;1.0;A
DAF;docs écris;Revêtements de sols et murs durs;PROFILS D'ANGLE ARRONDIS (RS18).pdf;02/03/2023;02/03/2023;0;1.0;A
