TYPE DE DOCUMENT,Categ_Docs,desc_lot,Libellé du document,min,max,Différence en jours,Nombre d'indices,Indices utilisés
DAF,docs écris,Etanchéité,Fiche produit: Bande solin.pdf,2023-06-02,2023-06-02,0,1.0,A
DAF,docs écris,Etanchéité,Fiche produit: Equerre de renfort.pdf,2023-06-02,2023-06-02,0,1.0,A
DAF,docs écris,Etanchéité,Fiche technique 588 Enduit Parexlanko.pdf,2023-07-12,2023-07-12,0,1.0,A
DAF,docs écris,Etanchéité,Fiche technique PROLIBAND.pdf,2023-07-12,2023-07-12,0,1.0,A
DAF,docs écris,Etanchéité,GLF-EXE-ALV-02-TNX-TZN-DAF-100-B..pdf,2024-03-22,2024-03-22,0,1.0,B
DAF,docs écris,Etanchéité,GLF-EXE-ALV-02-TNX-TZN-DAF-101-B..pdf,2024-03-22,2024-03-22,0,1.0,B
DAF,docs écris,Etanchéité,GLF-EXE-ALV-02-TNX-TZN-DAF-102-C.pdf,2024-03-22,2024-03-22,0,1.0,B
DAF,docs écris,Etanchéité,GLF-EXE-DUM-02-TNX-TZN-DAF-7036-A_DAF Isolant de comblement NTT .pdf,2023-12-19,2024-02-16,59,3.0,"A, B, C"
DAF,docs écris,Etanchéité,GLF_EXE_ALV_02_TNX_TZN_DET_0112_B.pdf,2024-03-26,2024-03-26,0,1.0,B
DAF,docs écris,Etanchéité,Lanterneaux de désenfumage.pdf,2024-02-16,2024-04-10,54,2.0,"A, B"
DAF,docs écris,Etanchéité,Panneaux Isolants.pdf,2023-06-02,2023-09-25,115,2.0,"A, B"
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND ACOUSTIQUE EFFET MIROIR NEW MAT """"FP05"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND ACOUSTIQUE EN DALLES DE LAINE DE BOIS KNAUF GAMME ORGANIC """"FP14"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND ACOUSTIQUE EN LAINE DE BOIS KNAUF GAMME ORGANIC """"FP08"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND ACOUSTIQUE MONOLITHIQUE ROCKFON MONO ACOUSTIC """"FP01"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND ACOUSTIQUE PERFORE RIGITONE """"FP03"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND DEMONTABLE ROCKFON GAMME BLANKA """"FP11"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND EN DALLES ACOUTIQUES LAINE DE BOIS """"FP13"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND EN LAINE DE BOIS KNAUF GAMME ORGANIC """"FP15"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND EN PANNEAU ACOUSTIQUE KVADRAT """"FP10"""".pdf""",2023-03-08,2023-03-08,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFOND EN PLAQUES DE PLATRE """"FP02"""".pdf""",2023-03-08,2023-05-23,76,2.0,"A, B"
DAF,docs écris,Faux-plafonds,"""FAUX PLAFONDS EN DALLES DE FIBRE MINERALE DES LOCAUX """"ENTRETIEN"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,"""FAUX PLAFONDS HYGIENE EN DALLES DE LAINE DE VERRE DES LOCAUX """"CUISINE"""" ET """"LAVERIE"""".pdf""",2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,ACOUSTIMASS.pdf,2023-05-25,2023-05-25,0,1.0,A
DAF,docs écris,Faux-plafonds,CAVALIER F 530 DB FAUX-PLAFONDS ETANCHE LT SS1.pdf,2024-03-01,2024-03-01,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFOND EN DALLES DE FIBRES MINERALES THERMATEX® ? HD35.pdf,2023-03-07,2023-05-23,77,2.0,"A, B"
DAF,docs écris,Faux-plafonds,FAUX PLAFOND EN LAINE DE BOIS ORGANIC.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFOND EN PLAQUE DE PLATRE RIGITONE.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS EN BACS METALLIQUES AUTOPORTANTS DES CIRCULATIONS DES COMPARTIMENTS PLATEAUX BUREAUX.pdf,2023-03-08,2023-05-23,76,2.0,"A, B"
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS EN FIBRES MINERALES DES ESPACES BUREAUX DES PLATEAUX BUREAUX ET ASSIMILES ET VERRIERES.pdf,2023-03-07,2023-10-06,213,4.0,"A, B, C, D"
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS EN PLAQUE DE CIMENT.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS EN PLAQUE DE PLATRE DE HAUTE RESISTANCE AU FEU.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS EN PLAQUES DE PLATRE HYDROFUGE DES ACCES SANITAIRES.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,FAUX PLAFONDS ETANCHES ACOUSTIQUES EN PLAQUE DE PLATRE.pdf,2023-03-07,2023-03-07,0,1.0,A
DAF,docs écris,Faux-plafonds,ISOLANT ISOVERT 80 mm FAUX-PLAFONDS ETANCHES LT SS1.pdf,2024-03-01,2024-03-01,0,1.0,A
DAF,docs écris,Faux-plafonds,PROFIL OMEGA JOINT CREU 50 mm.pdf,2023-05-25,2023-05-25,0,1.0,A
DAF,docs écris,Faux-plafonds,PROFIL OMEGA JOINT CREU 80 mm.pdf,2023-03-24,2023-03-24,0,1.0,A
DAF,docs écris,Faux-plafonds,RECOUPEMENTS COUPE-FEU DES PLENUMS DES PLAFONDS SUSPENDUS.pdf,2023-03-07,2023-05-23,77,2.0,"A, B"
DAF,docs écris,Faux-planchers,BARRIERE DE RECOUPEMENT EN PLANCHER TECHNIQUE.pdf,2023-03-02,2023-09-06,188,2.0,"A, B"
DAF,docs écris,Faux-planchers,CARREAUX DE PLATRE POUR BARRIERE COUPE-FEU EN SEUILS DE PORTES ET COMPARTIMENTAGE.pdf,2023-03-02,2024-03-30,394,3.0,"A, B, C"
DAF,docs écris,Faux-planchers,JOINT LITAFEU POUR BARRIERE COUPE-FEU EN SEUILS DE PORTES.pdf,2023-03-02,2024-04-05,400,3.0,"A, B, C"
DAF,docs écris,Faux-planchers,JOINT MOUSSE EN PERIPHERIE DES PLANCHERS.pdf,2023-03-02,2024-04-05,400,3.0,"A, B, C"
DAF,docs écris,Faux-planchers,PEINTURE ANTIPOUSSIERE.pdf,2023-03-02,2023-09-18,200,3.0,"A, B, C"
DAF,docs écris,Faux-planchers,PLANCHER TECHNIQUE 600*600 AVEC REVETEMENT STRATIFIE INTEGRE 30 MM.pdf,2023-04-11,2023-12-15,248,4.0,"A, B, C, D"
DAF,docs écris,Faux-planchers,PLANCHER TECHNIQUE BUROMECA 30 600*600 SANS REVETEMENT DE FINITION (5 FACES TOLEES 30 MM).pdf,2023-04-11,2024-02-02,297,4.0,"A, B, C, D"
DAF,docs écris,Faux-planchers,PLANCHER TECHNIQUE PERFORÉ GIM-PF.pdf,2023-09-08,2023-09-08,0,1.0,A
DAF,docs écris,Faux-planchers,TRESSE CUIVRE.pdf,2023-03-02,2023-09-06,188,2.0,"A, B"
DAF,docs écris,Faux-planchers,VERINS.pdf,2023-04-11,2023-04-11,0,1.0,A
DAF,docs écris,Façades,"""Profile terre-cuite geometrie """"M"""".pdf""",2023-04-17,2023-04-17,0,1.0,A
DAF,docs écris,Façades,Contact de feuillure.pdf,2023-08-07,2023-12-11,126,2.0,"A, B"
DAF,docs écris,Façades,DENFC.pdf,2023-08-29,2023-11-03,66,3.0,"A, B, C"
DAF,docs écris,Façades,Fiche techinique grilles daération T10.pdf,2024-03-25,2024-03-25,0,1.0,A
DAF,docs écris,Façades,Fiche technique Bardage en clins.pdf,2023-09-07,2024-02-29,175,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique Baton Marechal.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique Bequille et cremone.pdf,2023-11-28,2023-12-19,21,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique Ferme-porte GEZE 1 vantail.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique Ferme-porte GEZE 2 vantaux.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique KALZIP.pdf,2023-12-11,2024-02-05,56,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique Laine de roche.pdf,2024-04-19,2024-04-19,0,1.0,A
DAF,docs écris,Façades,Fiche technique Membrane  bitumineuse T6.pdf,2024-04-11,2024-04-11,0,1.0,A
DAF,docs écris,Façades,Fiche technique Membrane paravapeur T6.pdf,2024-04-11,2024-04-11,0,1.0,A
DAF,docs écris,Façades,Fiche technique Panneau Sandwich T6.pdf,2024-02-21,2024-02-21,0,1.0,A
DAF,docs écris,Façades,Fiche technique Porte VEC.pdf,2023-12-11,2023-12-11,0,1.0,A
DAF,docs écris,Façades,Fiche technique contact de feuillure.pdf,2023-11-28,2024-02-29,93,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique contact piézoélectrique rupture de vitrage.pdf,2024-01-04,2024-01-04,0,1.0,A
DAF,docs écris,Façades,Fiche technique detecteur de vibrations.pdf,2024-01-04,2024-01-04,0,1.0,A
DAF,docs écris,Façades,Fiche technique paumelle.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique poignée de tirage.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique serrure DAS.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique serrure anti-panique.pdf,2023-12-11,2023-12-11,0,1.0,A
DAF,docs écris,Façades,Fiche technique serrure mechanique 3 points.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique serrure motorisé 3 points.pdf,2023-12-11,2023-12-11,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-01.pdf,2023-03-21,2023-08-09,141,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-02 - variante Premium2.pdf,2023-04-14,2023-04-14,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-02 - variante iPlus 1.1.pdf,2023-04-13,2023-04-13,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-03.pdf,2023-07-06,2023-11-28,145,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-04.pdf,2023-11-28,2023-11-28,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-05.pdf,2023-08-25,2023-11-28,95,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-06.pdf,2023-08-25,2023-11-28,95,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-07.pdf,2023-06-26,2024-01-29,217,3.0,"A, B, C"
DAF,docs écris,Façades,Fiche technique vitrage GL-08.pdf,2023-09-26,2023-11-28,63,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-09.pdf,2023-08-25,2023-12-27,124,3.0,"A, B, C"
DAF,docs écris,Façades,Fiche technique vitrage GL-10.pdf,2023-09-26,2023-11-28,63,2.0,"A, B"
DAF,docs écris,Façades,Fiche technique vitrage GL-11.pdf,2023-11-29,2023-11-29,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-15.pdf,2024-01-04,2024-01-04,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-17.pdf,2023-09-26,2024-01-29,125,3.0,"A, B, C"
DAF,docs écris,Façades,Fiche technique vitrage GL-20.pdf,2024-02-14,2024-02-14,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-21.pdf,2024-02-14,2024-02-14,0,1.0,A
DAF,docs écris,Façades,Fiche technique vitrage GL-25.pdf,2024-02-14,2024-02-14,0,1.0,A
DAF,docs écris,Façades,Laine minerale.pdf,2023-05-25,2024-03-19,299,3.0,"A, B, C"
DAF,docs écris,Façades,Laquage Bronze 1.pdf,2023-07-07,2024-01-19,196,2.0,"A, B"
DAF,docs écris,Façades,Laquage RAL.pdf,2023-06-29,2023-06-29,0,1.0,A
DAF,docs écris,Façades,Laquage RAL9016.pdf,2023-07-07,2023-07-07,0,1.0,A
DAF,docs écris,Façades,Membrane EPDM.pdf,2023-04-14,2023-04-14,0,1.0,A
DAF,docs écris,Façades,Poignée ouvrant.pdf,2023-04-14,2023-08-24,132,2.0,"A, B"
DAF,docs écris,Façades,Porte tambour.pdf,2023-07-06,2024-02-02,211,2.0,"A, B"
DAF,docs écris,Façades,SYSTEME STOVENTEC.pdf,2023-09-07,2023-09-07,0,1.0,A
DAF,docs écris,Façades,SYSTEME T6 RAICO.pdf,2023-09-07,2024-02-02,148,3.0,"A, B, C"
DAF,docs écris,Façades,SYSTEME VCLIP.pdf,2023-09-07,2023-09-07,0,1.0,A
DAF,docs écris,Façades,Silicone SIKASIL SG 500.pdf,2023-04-14,2023-08-24,132,2.0,"A, B"
DAF,docs écris,Façades,Silicone WS 605 S.pdf,2023-04-14,2023-04-14,0,1.0,A
DAF,docs écris,Façades,Stores BSO.pdf,2023-04-27,2023-08-08,103,2.0,"A, B"
DAF,docs écris,Façades,Stores rouleau.pdf,2023-05-25,2023-05-25,0,1.0,A
DAF,docs écris,Façades,Systeme porte Aluminium.pdf,2023-07-06,2024-02-29,238,2.0,"A, B"
DAF,docs écris,Façades,Systeme type 2.pdf,2023-07-06,2024-02-29,238,2.0,"A, B"
DAF,docs écris,Façades,Systeme type 3.pdf,2023-07-06,2024-02-29,238,2.0,"A, B"
DAF,docs écris,Façades,Toile store rouleau.pdf,2023-04-13,2023-05-12,29,2.0,"A, B"
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE AS-P AUTOMATION SERVER - PREMIUM.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE CONTROLEUR RP-C - CONFORT CVC.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE DIVERS MODULE EXTENSION.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE MODULE RP-C - CONFORT ECL.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE MODULE RP-C - CONFORT STORE.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE MULTICAPTEUR RP-C - CONFORT ECL.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE SONDE D'ENSOLEILLEMENT.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE STATION METEO.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE SUPERVISION.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,FICHE TECHNIQUE TELECOMMANDE RP-C - CONFORT.pdf,2023-05-22,2023-05-22,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,Fiche technique - Equipements centraux.pdf,2023-04-18,2023-04-18,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,Fiche technique - Gestion confort.pdf,2023-04-18,2023-04-18,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,Fiche technique - Gestion technique.pdf,2023-04-18,2023-04-18,0,1.0,A
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0303-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0304-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0305-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0306-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0307-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0308-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0309-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0310-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0311-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gestion Technique du Bâtiment,GLF-EXE-CEG-20-TNX-TZN-DAF-0312-B.pdf,2023-09-07,2023-09-07,0,1.0,B
DAF,docs écris,Gros-uvre,COFRAPLUS 60.pdf,2023-05-05,2023-05-05,0,1.0,A
DAF,docs écris,Gros-uvre,DAF ENDUIT SUR ITE DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF FT CHEVILLE H3 DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF ISOLANT DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF LEVELL UNI DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF PEINTURE BETON.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF PRAL F DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,DAF TRAME DE VERRE DE RAVALEMENT.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Gros-uvre,FTP FLOCAGE.pdf,2023-07-31,2024-02-09,193,3.0,"A, B, C"
DAF,docs écris,Gros-uvre,FTP ISOLANT ROCKFEU WOOD.pdf,2023-07-31,2024-02-27,211,2.0,"A, B"
DAF,docs écris,Gros-uvre,FTP ISOTHERM.pdf,2023-07-31,2023-07-31,0,1.0,A
DAF,docs écris,Gros-uvre,FTP JOINT CF.pdf,2023-07-31,2024-02-16,200,2.0,"A, B"
DAF,docs écris,Gros-uvre,FTP PEINTURE INTUMESCENTE.pdf,2023-07-31,2023-12-20,142,3.0,"A, B, C"
DAF,docs écris,Gros-uvre,Fiche technique SIPOREX.pdf,2024-01-09,2024-03-09,60,2.0,"A, B"
DAF,docs écris,Gros-uvre,Fiche technique mortier colle PREOCOL.pdf,2024-01-09,2024-01-09,0,1.0,A
DAF,docs écris,Gros-uvre,Joint hydo gonflant.pdf,2023-12-26,2023-12-26,0,1.0,A
DAF,docs écris,Gros-uvre,Peinture intumescente extérieure.pdf,2024-04-15,2024-04-15,0,1.0,A
DAF,docs écris,Gros-uvre,Peinture primaire anti-rouille.pdf,2023-05-25,2023-05-25,0,1.0,A
DAF,docs écris,Gros-uvre,Plat carbone.pdf,2024-04-15,2024-04-15,0,1.0,A
DAF,docs écris,Gros-uvre,Système OSTRAL cuvelage bâche à eau.pdf,2023-10-25,2024-01-15,82,2.0,"A, B"
DAF,docs écris,Nacelle de nettoyage,Fiche technique Detecteur de choc BECUWE.pdf,2024-02-02,2024-02-02,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique Panneau EDR.pdf,2023-12-11,2024-02-29,80,2.0,"A, B"
DAF,docs écris,Nacelle de nettoyage,Fiche technique cheville mechanique nacelle.pdf,2023-06-29,2023-06-29,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique contact d''alarme.pdf,2023-12-11,2023-12-11,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique limiteteur d'ouverture ouvrants.pdf,2024-02-21,2024-02-21,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique nacelle biplace.pdf,2023-06-29,2023-06-29,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique poignée portes standard.pdf,2024-02-02,2024-02-02,0,1.0,A
DAF,docs écris,Nacelle de nettoyage,Fiche technique prise electrique nacelle.pdf,2023-06-29,2023-06-29,0,1.0,A
DAF,docs écris,Peinture,"""PEINTURE UNIKALO AQUAVEA VELOURS finition (murs)",2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,BANDES PODOTACTILES TACTI France TACTIADHESIVE.pdf,2023-03-20,2023-03-20,0,1.0,A
DAF,docs écris,Peinture,ENDUIT DE PAREMENT SUR ITE STO-LIT.pdf,2023-03-10,2023-03-10,0,1.0,A
DAF,docs écris,Peinture,Fiche technique DX ELECTRO HF BF.pdf,2023-07-18,2023-07-18,0,1.0,A
DAF,docs écris,Peinture,Fiche technique IDROTOP SATIN.pdf,2023-07-18,2023-07-18,0,1.0,A
DAF,docs écris,Peinture,Fiche technique R POX O.pdf,2023-07-18,2023-07-18,0,1.0,A
DAF,docs écris,Peinture,Fiche technique R THANE MARQUAGE.pdf,2023-07-18,2023-07-18,0,1.0,A
DAF,docs écris,Peinture,Fiche technique STIC ACRYL SATIN.pdf,2023-07-18,2023-07-18,0,1.0,A
DAF,docs écris,Peinture,ITE ROCKWOOL ECOROCK MONO.pdf,2023-03-10,2023-03-10,0,1.0,A
DAF,docs écris,Peinture,"PANNEAUX DE SIGNALISATION REGLEMENTAIRE de chez SETON, VIRAGES, SEPIA SIGNALETIQUE.pdf",2023-04-03,2023-04-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE A LA CHAUX RESSOURCE.pdf,2023-03-20,2023-03-20,0,1.0,A
DAF,docs écris,Peinture,PEINTURE COUCHE DE FINITION EPOXY DURALEX PEINTURES BI.O.SOL (sols).pdf,2023-03-10,2023-07-27,139,2.0,"A, B"
DAF,docs écris,Peinture,PEINTURE ENDUIT DE FINITION ARGILUS DESIGN.pdf,2023-03-20,2023-03-20,0,1.0,A
DAF,docs écris,Peinture,PEINTURE FINITION FREITAG FREITALAQUE COLOR.pdf,2023-04-03,2023-04-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE IMPRESSION LA SEIGNEURIE ELYOPUR IMPRESSION.pdf,2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE LA SEIGNEURIE ELYOPUR MAT (plafonds).pdf,2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE LA SEIGNEURIE ELYOPUR SATIN (murs).pdf,2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE LA SEIGNEURIE PANCRYTEX.pdf,2023-03-10,2023-03-10,0,1.0,A
DAF,docs écris,Peinture,PEINTURE PRIMAIRE FREITAG FREITAMETAL EXPERT.pdf,2023-03-10,2023-03-10,0,1.0,A
DAF,docs écris,Peinture,PEINTURE PROTECTIONS ONDES DURALUX DXELECTRO SATIN.pdf,2023-03-20,2023-03-20,0,1.0,A
DAF,docs écris,Peinture,PEINTURE UNIKALO AQUAVEA IMPRESS impression (murs).pdf,2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE UNIKALO AQUAVEA MAT finition (plafonds plâtre).pdf,2023-03-03,2023-03-03,0,1.0,A
DAF,docs écris,Peinture,PEINTURE ZOPLAN ONDILAK PREMIUM.pdf,2023-03-10,2023-08-30,173,2.0,"A, B"
DAF,docs écris,Plomberie,Adoucisseur.pdf,2023-11-27,2023-11-27,0,1.0,A
DAF,docs écris,Plomberie,Bague étanche.pdf,2023-11-14,2023-11-14,0,1.0,A
DAF,docs écris,Plomberie,Ballon ECS sanitaires et vestiaires.pdf,2023-07-17,2023-12-18,154,2.0,"A, B"
DAF,docs écris,Plomberie,Bâti-support et plaque de commande - BS.pdf,2023-03-20,2023-09-12,176,2.0,"A, B"
DAF,docs écris,Plomberie,Calorifuge réseaux.pdf,2024-01-18,2024-01-18,0,1.0,A
DAF,docs écris,Plomberie,Compteur d'eau.pdf,2023-11-13,2023-11-13,0,1.0,A
DAF,docs écris,Plomberie,Coupe-feu tuyauterie fonte.pdf,2024-01-11,2024-01-11,0,1.0,A
DAF,docs écris,Plomberie,Coupe-feu tuyauterie plastique.pdf,2023-07-17,2023-07-17,0,1.0,A
DAF,docs écris,Plomberie,Détecteur de fuite.pdf,2023-11-09,2023-11-09,0,1.0,A
DAF,docs écris,Plomberie,EV.pdf,2024-02-01,2024-02-01,0,1.0,A
DAF,docs écris,Plomberie,Echangeur récupération de chaleur GF CVC & Cuisine.pdf,2023-12-11,2023-12-11,0,1.0,A
DAF,docs écris,Plomberie,Ensemble de douche PMR DO-PMR.pdf,2024-02-08,2024-02-08,0,1.0,A
DAF,docs écris,Plomberie,Ensemble de douche standard DO.pdf,2023-03-30,2023-03-30,0,1.0,A
DAF,docs écris,Plomberie,Ensemble de relevage EP.pdf,2024-02-01,2024-02-01,0,1.0,A
DAF,docs écris,Plomberie,Ensemble de relevage EUH.pdf,2024-04-05,2024-04-05,0,1.0,A
DAF,docs écris,Plomberie,Equipements de récupération EP.pdf,2024-02-01,2024-02-01,0,1.0,A
DAF,docs écris,Plomberie,Evier et mitigeur tisanerie zone SAGUEZ.pdf,2024-03-28,2024-03-28,0,1.0,A
DAF,docs écris,Plomberie,Extincteurs et bac à sable.pdf,2024-01-23,2024-04-18,86,2.0,"A, B"
DAF,docs écris,Plomberie,Filtre autonettoyant.pdf,2023-11-24,2023-11-24,0,1.0,A
DAF,docs écris,Plomberie,"Lave-mains PMR, mitigeur et vidange LM.pdf",2023-03-30,2023-03-30,0,1.0,A
DAF,docs écris,Plomberie,Mitigeur et vidange plan vasque VA.pdf,2023-03-20,2023-03-20,0,1.0,A
DAF,docs écris,Plomberie,Pompes de bouclage ECS.pdf,2024-03-29,2024-03-29,0,1.0,A
DAF,docs écris,Plomberie,Production ECS Fitness.pdf,2023-12-07,2023-12-07,0,1.0,A
DAF,docs écris,Plomberie,Productions ECS.pdf,2023-11-22,2023-11-22,0,1.0,A
DAF,docs écris,Plomberie,Robinet de puisage.pdf,2023-07-17,2024-01-11,178,2.0,"A, B"
DAF,docs écris,Plomberie,Robinetterie cellules sanitaires.pdf,2024-01-11,2024-01-11,0,1.0,A
DAF,docs écris,Plomberie,Robinetterie locaux techniques et distribution.pdf,2024-01-11,2024-01-11,0,1.0,A
DAF,docs écris,Plomberie,Réseaux et prises colonnes sèches.pdf,2023-07-28,2024-04-09,256,2.0,"A, B"
DAF,docs écris,Plomberie,Scellement chimique.pdf,2023-11-29,2023-11-29,0,1.0,A
