PROJET;PHASE;EMET;LOT;LOT1;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Délai de Réémission;Date demande visaCSSI;Retard visaCSSI;Date visaCSSI;VisaCSSI;Visa prévuCSSI;Numéro chrono visaCSSI;Numéro interne visaCSSI;Commentaire visaCSSI;Réponse commentaire visaCSSI;Date demande visaMOEX - EGIS;Retard visaMOEX - EGIS;Date visaMOEX - EGIS;VisaMOEX - EGIS;Visa prévuMOEX - EGIS;Numéro chrono visaMOEX - EGIS;Numéro interne visaMOEX - EGIS;Commentaire visaMOEX - EGIS;Réponse commentaire visaMOEX - EGIS;Date demande visaARC - ATELIERS 115;Retard visaARC - ATELIERS 115;Date visaARC - ATELIERS 115;VisaARC - ATELIERS 115;Visa prévuARC - ATELIERS 115;Numéro chrono visaARC - ATELIERS 115;Numéro interne visaARC - ATELIERS 115;Commentaire visaARC - ATELIERS 115;Réponse commentaire visaARC - ATELIERS 115;Date demande visaDECORATEUR - SAGUEZ;Retard visaDECORATEUR - SAGUEZ;Date visaDECORATEUR - SAGUEZ;VisaDECORATEUR - SAGUEZ;Visa prévuDECORATEUR - SAGUEZ;Numéro chrono visaDECORATEUR - SAGUEZ;Numéro interne visaDECORATEUR - SAGUEZ;Commentaire visaDECORATEUR - SAGUEZ;Réponse commentaire visaDECORATEUR - SAGUEZ;Date demande visaPAYSAGISTE - MUGO;Retard visaPAYSAGISTE - MUGO;Date visaPAYSAGISTE - MUGO;VisaPAYSAGISTE - MUGO;Visa prévuPAYSAGISTE - MUGO;Numéro chrono visaPAYSAGISTE - MUGO;Numéro interne visaPAYSAGISTE - MUGO;Commentaire visaPAYSAGISTE - MUGO;Réponse commentaire visaPAYSAGISTE - MUGO;Date demande visaBET FACADES - ELIOTH;Retard visaBET FACADES - ELIOTH;Date visaBET FACADES - ELIOTH;VisaBET FACADES - ELIOTH;Visa prévuBET FACADES - ELIOTH;Numéro chrono visaBET FACADES - ELIOTH;Numéro interne visaBET FACADES - ELIOTH;Commentaire visaBET FACADES - ELIOTH;Réponse commentaire visaBET FACADES - ELIOTH;Date demande visaBET STRUCTURE - TERRELL;Retard visaBET STRUCTURE - TERRELL;Date visaBET STRUCTURE - TERRELL;VisaBET STRUCTURE - TERRELL;Visa prévuBET STRUCTURE - TERRELL;Numéro chrono visaBET STRUCTURE - TERRELL;Numéro interne visaBET STRUCTURE - TERRELL;Commentaire visaBET STRUCTURE - TERRELL;Réponse commentaire visaBET STRUCTURE - TERRELL;Date demande visaBET POLLUTION DES SOLS - GINGER;Retard visaBET POLLUTION DES SOLS - GINGER;Date visaBET POLLUTION DES SOLS - GINGER;VisaBET POLLUTION DES SOLS - GINGER;Visa prévuBET POLLUTION DES SOLS - GINGER;Numéro chrono visaBET POLLUTION DES SOLS - GINGER;Numéro interne visaBET POLLUTION DES SOLS - GINGER;Commentaire visaBET POLLUTION DES SOLS - GINGER;Réponse commentaire visaBET POLLUTION DES SOLS - GINGER;Date demande visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Retard visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;VisaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Visa prévuBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro chrono visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro interne visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Réponse commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date demande visaBET  FLUIDES - PROJEX;Retard visaBET  FLUIDES - PROJEX;Date visaBET  FLUIDES - PROJEX;VisaBET  FLUIDES - PROJEX;Visa prévuBET  FLUIDES - PROJEX;Numéro chrono visaBET  FLUIDES - PROJEX;Numéro interne visaBET  FLUIDES - PROJEX;Commentaire visaBET  FLUIDES - PROJEX;Réponse commentaire visaBET  FLUIDES - PROJEX;Date demande visaBET CUISINES - CONVERGENCE;Retard visaBET CUISINES - CONVERGENCE;Date visaBET CUISINES - CONVERGENCE;VisaBET CUISINES - CONVERGENCE;Visa prévuBET CUISINES - CONVERGENCE;Numéro chrono visaBET CUISINES - CONVERGENCE;Numéro interne visaBET CUISINES - CONVERGENCE;Commentaire visaBET CUISINES - CONVERGENCE;Réponse commentaire visaBET CUISINES - CONVERGENCE;Date demande visaBET ACOUSTIQUE - STUDIO FA;Retard visaBET ACOUSTIQUE - STUDIO FA;Date visaBET ACOUSTIQUE - STUDIO FA;VisaBET ACOUSTIQUE - STUDIO FA;Visa prévuBET ACOUSTIQUE - STUDIO FA;Numéro chrono visaBET ACOUSTIQUE - STUDIO FA;Numéro interne visaBET ACOUSTIQUE - STUDIO FA;Commentaire visaBET ACOUSTIQUE - STUDIO FA;Réponse commentaire visaBET ACOUSTIQUE - STUDIO FA;Date demande visaCONTROLEUR TECHNIQUE - SOCOTEC;Retard visaCONTROLEUR TECHNIQUE - SOCOTEC;Date visaCONTROLEUR TECHNIQUE - SOCOTEC;VisaCONTROLEUR TECHNIQUE - SOCOTEC;Visa prévuCONTROLEUR TECHNIQUE - SOCOTEC;Numéro chrono visaCONTROLEUR TECHNIQUE - SOCOTEC;Numéro interne visaCONTROLEUR TECHNIQUE - SOCOTEC;Commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Réponse commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Date demande visaAMO ENVIRONNEMENT - GREENAFFAIR;Retard visaAMO ENVIRONNEMENT - GREENAFFAIR;Date visaAMO ENVIRONNEMENT - GREENAFFAIR;VisaAMO ENVIRONNEMENT - GREENAFFAIR;Visa prévuAMO ENVIRONNEMENT - GREENAFFAIR;Numéro chrono visaAMO ENVIRONNEMENT - GREENAFFAIR;Numéro interne visaAMO ENVIRONNEMENT - GREENAFFAIR;Commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Réponse commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Date demande visaAMO COMMISSIONNING - GREENAFFAIR;Retard visaAMO COMMISSIONNING - GREENAFFAIR;Date visaAMO COMMISSIONNING - GREENAFFAIR;VisaAMO COMMISSIONNING - GREENAFFAIR;Visa prévuAMO COMMISSIONNING - GREENAFFAIR;Numéro chrono visaAMO COMMISSIONNING - GREENAFFAIR;Numéro interne visaAMO COMMISSIONNING - GREENAFFAIR;Commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Réponse commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Date demande visaCSPS - SOCOTEC;Retard visaCSPS - SOCOTEC;Date visaCSPS - SOCOTEC;VisaCSPS - SOCOTEC;Visa prévuCSPS - SOCOTEC;Numéro chrono visaCSPS - SOCOTEC;Numéro interne visaCSPS - SOCOTEC;Commentaire visaCSPS - SOCOTEC;Réponse commentaire visaCSPS - SOCOTEC;Column163;Column164;Column165;Column166;Column167;Column168
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;I;PHR+3 - Zone A - Vue en plan.pdf;DI;09/02/2024;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;09/02/2024;-2;03/03/2024;VAO;;2106;;"Ben MOTINGEA :
Voir visa sur document 1030 ind I";;09/02/2024;-7;01/03/2024;VAO;;1920;;"Dalila TOULMOUTINE :
Voir Visa EXE_A115_GO_VISA_01A-09-I ci-joint";;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;22/02/2024;VAO;;764;Visa N°47;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;;-63;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;H;50.pdf;;22/12/2023;;Sylvain BRE;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;22/12/2023;;;;12/01/2024;;;;;22/12/2023;-11;16/01/2024;VAO;;1515;;"Dalila TOULMOUTINE :
Voir Visa EXE_A115_GO_VISA_01A-09-H, ci-joint";;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/12/2023;-26;31/01/2024;VAO;;639;Visa N°43;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/12/2023;-6;11/01/2024;NC;;1575;;;;22/12/2023;-13;18/01/2024;F;;823;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-12-22T15:58:28+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;G;50.pdf;;06/12/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;06/12/2023;;;;27/12/2023;;;;;06/12/2023;;;;20/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/12/2023;;;;20/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/12/2023;;;;20/12/2023;;;;;06/12/2023;-30;18/01/2024;F;;1163;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-12-06T06:44:52+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;F;50.pdf;;20/10/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;20/10/2023;;;;10/11/2023;;;;;20/10/2023;;;;03/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/10/2023;-25;27/11/2023;VAO;;565;Visa N°37;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/10/2023;-21;23/11/2023;NC;;1317;;;;20/10/2023;-77;18/01/2024;F;;778;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-10-20T05:56:42+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;E;50.pdf;;11/10/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;11/10/2023;;;;01/11/2023;;;;;11/10/2023;;;;25/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/10/2023;;;;25/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/10/2023;;;;25/10/2023;;;;;11/10/2023;-85;18/01/2024;F;;825;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-10-11T09:58:33+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;D;50.pdf;;28/09/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;28/09/2023;;;;19/10/2023;;;;;28/09/2023;;;;12/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/09/2023;;09/10/2023;VAO;;504;Visa N°30;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/09/2023;;09/10/2023;VSO;;1118;;;;28/09/2023;-99;18/01/2024;F;;1157;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-09-28T05:41:58+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;C;50.pdf;;28/09/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;28/09/2023;;;;19/10/2023;;;;;28/09/2023;;;;12/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/09/2023;;;;12/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/09/2023;;;;12/10/2023;;;;;28/09/2023;-99;18/01/2024;F;;1087;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-09-28T05:41:44+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;B;50.pdf;;07/07/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;07/07/2023;-11;07/08/2023;VAOB;;529;;"Ben MOTINGEA :
-Prendre en compte les visas A115 et TERRELL
-Les percements et réservations dans les ouvrages seront à confirmer avec la synthèse technique.";;07/07/2023;;11/07/2023;VAO;;513;;"Dalila TOULMOUTINE :
Voir Visa EXE_A115_MEX_VISA_01A-09-A, ci-joint";;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/07/2023;;19/07/2023;VAOB;;269;Visa N°14;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/07/2023;;12/07/2023;VSO;;664;;;;07/07/2023;-181;18/01/2024;F;;1067;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-07-07T12:29:18+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;R+3;A;PCO;1031;A;50.pdf;;14/04/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;14/04/2023;-11;15/05/2023;VAOB;;152;;"Ben MOTINGEA :
- Prendre en compte VISA TERRELL
- Prendre en compte VISA STUDIO FA";;14/04/2023;-69;06/07/2023;VAO;;457;;"Dalila TOULMOUTINE :
Voir Visa EXE_A115_MEX_VISA_01A-09-A, ci-joint";;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/04/2023;-6;04/05/2023;VAOB;;98;Visa n°05;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/04/2023;;24/04/2023;VSO;;319;;"Jérôme FALALA :
Pour mémoire : plancher neuf devant être caractérisé par un RA d'au moins 47dB  -  typiquement plancher collaborant de type Cofraplus 60 en 140mm - transmettre RE acoustique du plancher collaborant proposé";;14/04/2023;-18;16/05/2023;F;;75;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-04-14T14:15:20+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS5;A;PFE;3012;D;Carnet de ferraillage zone 2  : PH SS5.pdf;DI;09/02/2024;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;09/02/2024;;28/02/2024;VSO;;2046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;22/02/2024;VSO;;779;Visa N°47;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;;-63;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS5;A;PFE;3012;C;Carnet de ferraillage zone 2  : PH SS5.pdf;;30/11/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;30/11/2023;;;;21/12/2023;;;;;30/11/2023;-29;12/01/2024;NC;;1179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/11/2023;;;;14/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/11/2023;-29;11/01/2024;NC;;1602;;;;30/11/2023;-35;18/01/2024;F;;762;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-11-30T12:44:05+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS5;A;PFE;3012;B;Carnet de ferraillage zone 2  : PH SS5.pdf;;02/11/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;02/11/2023;;23/11/2023;VAO;;1207;;"Ben MOTINGEA :
Prendre en compte le visa TERRELL";;02/11/2023;-5;21/11/2023;NC;;946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/11/2023;-1;17/11/2023;VAO;;533;Visa N°35;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02/11/2023;;15/11/2023;NC;;1208;;;;02/11/2023;-63;18/01/2024;F;;1104;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-11-02T17:21:09+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS5;A;PFE;3012;A;Carnet de ferraillage zone 2  : PH SS5.pdf;;06/10/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;06/10/2023;;;;27/10/2023;;;;;06/10/2023;;;;20/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-5;25/10/2023;VAO;;526;Visa N°33;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;09/10/2023;NC;;1050;;;;06/10/2023;-90;18/01/2024;F;;750;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-10-06T15:49:21+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS4;A;PFE;3022;C;Carnet de ferraillage zone 2 : PH SS4.pdf;DI;09/02/2024;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;42;;;;;;;;;;09/02/2024;;28/02/2024;VAO;;2047;;"Ben MOTINGEA :
Sous réserve prise en compte besoin de passage de la synthèse technique";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;22/02/2024;VSO;;778;Visa N°47;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;;-63;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS4;A;PFE;3022;B;Carnet de ferraillage zone 2 : PH SS4.pdf;;08/12/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;08/12/2023;;29/12/2023;VAO;;1420;;"Ben MOTINGEA :
Sous réserve prise en compte besoins de réservations pour passage des lots techniques";;08/12/2023;-21;12/01/2024;NC;;1176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/12/2023;;22/12/2023;VSO;;607;Visa N°41;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/12/2023;-20;11/01/2024;NC;;1586;;;;08/12/2023;-27;18/01/2024;F;;905;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-12-08T15:27:21+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS4;A;PFE;3022;A;Carnet de ferraillage zone 2 : PH SS4.pdf;;06/10/2023;;edouard plard;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;06/10/2023;-10;06/11/2023;VAO;;1141;;"Ben MOTINGEA :
Répondre aux observations du visa de TERRELL";;06/10/2023;-32;21/11/2023;NC;;963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-5;25/10/2023;VAO;;527;Visa N°33;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;09/10/2023;NC;;1049;;;;06/10/2023;-90;18/01/2024;F;;771;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-10-06T15:49:23+00:00
Avis : Favorable
Commentaire : Les différentes dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire et sous réserve du respect des règles de l’art (DTU, Avis technique, Règles professionnelles etc.). A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et / ou technique) seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;SS3;A;PFE;3032;E;Carnet de ferraillage zone 2  : PH SS3.pdf;DI;09/02/2024;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;42;;;;;;;;;;09/02/2024;;28/02/2024;VAO;;2048;;"Ben MOTINGEA :
Sous réserve prise en compte besoin de passage de la synthèse technique";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;22/02/2024;VSO;;775;Visa N°47;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/02/2024;;;-63;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
