PROJET;PHASE;EMET;LOT;ZONE;NIVEAU;TYPE DE DOCUMENT;3 caractère compris entre 0 & 9;Titre du document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaARC - DTACC;Retard visaARC - DTACC;Date visaARC - DTACC;VisaARC - DTACC;Visa prévuARC - DTACC;Numéro chrono visaARC - DTACC;Numéro interne visaARC - DTACC;Commentaire visaARC - DTACC;Réponse commentaire visaARC - DTACC;Date demande visaBET STR - SCYNA 4;Retard visaBET STR - SCYNA 4;Date visaBET STR - SCYNA 4;VisaBET STR - SCYNA 4;Visa prévuBET STR - SCYNA 4;Numéro chrono visaBET STR - SCYNA 4;Numéro interne visaBET STR - SCYNA 4;Commentaire visaBET STR - SCYNA 4;Réponse commentaire visaBET STR - SCYNA 4;Date demande visaBET Fluide - ATEC;Retard visaBET Fluide - ATEC;Date visaBET Fluide - ATEC;VisaBET Fluide - ATEC;Visa prévuBET Fluide - ATEC;Numéro chrono visaBET Fluide - ATEC;Numéro interne visaBET Fluide - ATEC;Commentaire visaBET Fluide - ATEC;Réponse commentaire visaBET Fluide - ATEC;Date demande visaCoordinateur SSI - EURO COORD;Retard visaCoordinateur SSI - EURO COORD;Date visaCoordinateur SSI - EURO COORD;VisaCoordinateur SSI - EURO COORD;Visa prévuCoordinateur SSI - EURO COORD;Numéro chrono visaCoordinateur SSI - EURO COORD;Numéro interne visaCoordinateur SSI - EURO COORD;Commentaire visaCoordinateur SSI - EURO COORD;Réponse commentaire visaCoordinateur SSI - EURO COORD;Date demande visaACOUSTIQUE - CAP HORN;Retard visaACOUSTIQUE - CAP HORN;Date visaACOUSTIQUE - CAP HORN;VisaACOUSTIQUE - CAP HORN;Visa prévuACOUSTIQUE - CAP HORN;Numéro chrono visaACOUSTIQUE - CAP HORN;Numéro interne visaACOUSTIQUE - CAP HORN;Commentaire visaACOUSTIQUE - CAP HORN;Réponse commentaire visaACOUSTIQUE - CAP HORN;Date demande visaBDC - BTP CONSULTANTS;Retard visaBDC - BTP CONSULTANTS;Date visaBDC - BTP CONSULTANTS;VisaBDC - BTP CONSULTANTS;Visa prévuBDC - BTP CONSULTANTS;Numéro chrono visaBDC - BTP CONSULTANTS;Numéro interne visaBDC - BTP CONSULTANTS;Commentaire visaBDC - BTP CONSULTANTS;Réponse commentaire visaBDC - BTP CONSULTANTS;Date demande visaBET Façade - ROUX INGENIERIE;Retard visaBET Façade - ROUX INGENIERIE;Date visaBET Façade - ROUX INGENIERIE;VisaBET Façade - ROUX INGENIERIE;Visa prévuBET Façade - ROUX INGENIERIE;Numéro chrono visaBET Façade - ROUX INGENIERIE;Numéro interne visaBET Façade - ROUX INGENIERIE;Commentaire visaBET Façade - ROUX INGENIERIE;Réponse commentaire visaBET Façade - ROUX INGENIERIE;Column82;Column83
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Vitrage ETINCELANCE;A;dv_est_44_2-16ar-44_2rsonic ETINCELANCE.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Vitrage ETINCELANCE;0;dv_est_44_2-16ar-44_2rsonic ETINCELANCE.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;27/09/2023;-12;23/10/2023;NC;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;139;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf";27/09/2023;;03/10/2023;REF;;4;9;"Vincent Pottier :
voir PJ";"Julien MATHIEU :
ci-joint les documents.
 fr :  
Extrait DTU 39 P5.pdf, 
Performance des vitrages.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf";;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;GEZE instruction 2;A;GEZE_Instructions de montage_785039.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;GEZE instruction 2;0;GEZE_Instructions de montage_785039.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;27/09/2023;-12;23/10/2023;NC;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;137;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf";27/09/2023;;03/10/2023;NC;;3;5;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;GEZE Instruction;A;GEZE_Instructions de montage_785024.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;GEZE Instruction;0;GEZE_Instructions de montage_785024.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;27/09/2023;-11;23/10/2023;NC;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;145;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf";27/09/2023;;03/10/2023;NC;;2;6;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Serrure;A;Serrure 002534.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Serrure;0;Serrure 002534.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;REF;;32;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;132;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf";27/09/2023;;27/09/2023;PI;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;24;Colle Enduit PF3;A;Colle Enduit PF3.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Cylindre pompier;A;Cylindre pompier 002727.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Cylindre pompier;0;Cylindre pompier 002727.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;REF;;33;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;134;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf";27/09/2023;;27/09/2023;PI;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Vitrage PERFOGLASS;A;peRFoGlass® - Impression94.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;47;57;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;1;Vitrage PERFOGLASS;0;peRFoGlass® - Impression94.pdf;;27/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;27/09/2023;-12;23/10/2023;VOB;;34;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;-89;09/01/2024;S;;140;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf";27/09/2023;;03/10/2023;REF;;5;10;"Vincent Pottier :
voir PJ";"Julien MATHIEU :
C'es le même vitrage, les notes de calcul ne viennent juste pas du même fournisseur pour un soucis de logiciel.";;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VITRAGE ETICELANCE;A;dv_est_44_2-16ar-44_2rsonic ETINCELANCE.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VITRAGE ETICELANCE;0;dv_est_44_2-16ar-44_2rsonic ETINCELANCE.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces écrites;;;18/09/2023;;03/10/2023;NC;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-98;09/01/2024;S;;144;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;GEZE;A;GEZE_Fiche technique_FR_708200015621.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;GEZE;0;GEZE_Fiche technique_FR_708200015621.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;12;;"Roberto SABELLA :
Ajouter une frontispice :  préciser localisation - type de usage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;148;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VIS MENUISERIE;A;Vis menuiserie.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VIS MENUISERIE;0;Vis menuiserie.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;11;;"Roberto SABELLA :
Ajouter une frontispice :  préciser localisation - type de usage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;138;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VIS AUTOPERCEUSE;A;Vis autoperceuse.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;VIS AUTOPERCEUSE;0;Vis autoperceuse.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;10;;"Roberto SABELLA :
Ajouter une frontispice :  préciser localisation - type de usage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;146;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;COMPRIBAND;A;Compriband .pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;COMPRIBAND;0;Compriband .pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;NC;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;130;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;CHEVILLE;A;Cheville.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;CHEVILLE;0;Cheville.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;7;;"Roberto SABELLA :
Ajouter une frontispice :  préciser localisation - type de usage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;128;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;CHARNIERE;A;Charnière.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;CHARNIERE;0;Charnière.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;6;;"Roberto SABELLA :
Préciser fonction, usage et localisation sur plan détail - ajouter une frontispice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;127;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;5;CONTACT;A;CONTAC_1.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;45;55;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;5;CONTACT;0;CONTAC_1.pdf;;07/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;07/02/2024;-4;26/02/2024;VAO;;258;;;"Julien MATHIEU :
le câble ne sera pas apparent, couleur dito MEXT. Non encastré";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/02/2024;;;;22/02/2024;;;;;07/02/2024;;14/02/2024;VSO;;28;38;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;37;Montant PRÉGYMÉTAL 48 356;A;Montant PRÉGYMÉTAL 48-356.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;TZ;R+1;FTP;3;FT Châssis MEXT ST HONORE, MARENGO, RIVOLI;A;Fiche Technique châssis MEXT ST HONORE-MARENGO-RIVOLI.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;43;53;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;TZ;R+1;FTP;3;FT Châssis MEXT ST HONORE, MARENGO, RIVOLI;0;Fiche Technique châssis MEXT ST HONORE-MARENGO-RIVOLI.pdf;;30/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;30/10/2023;;10/11/2023;VSO;;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/10/2023;-56;09/01/2024;S;;125;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FT-125702.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
FDS-125702.pdf, 
Charnière d'imposte.pdf, 
Poids du vantail.pdf, 
Extrait DTU 39 P5.pdf, 
Performance des vitrages.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf";30/10/2023;;03/11/2023;VSO;;9;19;"Vincent Pottier :
voir pièce jointe";;;
PECM;EXE;DPR;CLO;SAN;R+1;FTP;39;Montant PRÉGYMÉTAL 70 356;A;Montant PRÉGYMÉTAL 70-356.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;41;Rail PRÉGYMÉTAL 48 305 4;A;Rail PRÉGYMÉTAL 48-305.4.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;TZ;R+1;FTP;4;FT Châssis MEXT ORATOIRE;A;Fiche Technique châssis MEXT Passage de l'Oratoire.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;44;54;"Vincent Pottier :
voir PJ";;;
